BoroCT2010,LotArea,FP
4008700,1824013.0,609246.778058
4008800,2178733.0,825862.503814
4009100,1396699.0,619364.483655
4009400,1206038.0,657873.791023
4009500,856071.0,388232.731172
4009600,1482802.0,718221.163177
4009700,1470363.0,741392.385438
4009800,982982.0,551545.955699
4009900,2189060.0,28653.0094341
4010000,1637383.0,760729.589481
4010100,1223668.0,577626.374193
4010200,1524272.0,652101.602267
4010300,1736264.0,737405.982337
4010400,1412544.0,677691.057635
4010500,1471140.0,578410.946579
4010600,1239862.0,636332.742487
4010701,6506633.0,2059984.54105
4010800,1169072.0,583119.980213
4011000,1255429.0,628703.212538
4011100,1073966.0,504699.109722
4011200,1377381.0,665461.541055
4011300,1298841.0,737229.458633
4011400,862181.0,467899.123402
4011500,1221633.0,718709.665644
4011600,994799.0,452495.833302
4011700,1545450.0,818716.201857
4011800,1071371.0,492229.340398
4011900,798327.0,435201.813973
4012000,1034275.0,515191.569649
4012100,992052.0,503923.411977
4012200,1498352.0,713423.758113
4012301,3902301.0,2397369.56648
4012400,1458047.0,678396.615119
4012500,551104.0,280065.091252
4012601,1092336.0,488462.434236
4012602,1115387.0,516503.181324
4012800,1260915.0,542295.069991
4013000,1332340.0,525740.759025
4013200,1186197.0,531301.493762
4013400,1491654.0,613842.970256
4013500,944313.0,396516.454515
4013600,1248645.0,414762.489016
4013700,867018.0,467731.425363
4013800,1202426.0,572898.504531
4014000,1526365.0,705415.39141
4014100,1018093.0,726291.204707
4014201,1410071.0,779979.3416
4014202,3471960.0,1656523.35059
4014300,1007699.0,578350.642261
4014400,1371373.0,764968.959856
4014500,905689.0,461616.153341
4014700,1058870.0,620156.113257
4014800,1105583.0,404601.746711
4014900,762460.0,485016.897422
4015000,1039564.0,461206.979266
4015100,972122.0,480247.86512
4015200,1265599.0,595695.930847
4015300,829171.0,430303.810156
4015400,1026785.0,509708.929022
4015500,1014254.0,673221.915763
4015600,1508525.0,712745.459226
4015700,834084.0,628083.609525
4015801,1998654.0,852804.168968
4015802,2035061.0,1034362.24765
4015900,1214295.0,742979.61836
4016100,759890.0,459490.608057
4016300,1673163.0,510169.947182
4016400,1469484.0,659680.619515
4016600,1432281.0,685964.769448
4016800,1423602.0,597932.489143
4016900,1880083.0,711973.307307
4017000,1483090.0,596232.389027
4017100,5060637.0,1907407.6478
4017200,1288683.0,524161.201523
4017400,1283151.0,542787.586025
4017600,1290673.0,510662.896916
4017800,1220104.0,490722.183154
4017900,3066958.0,2526030.56822
4018000,842523.0,313987.384096
4018101,622778.0,400917.017709
4018102,636651.0,441154.155092
4018200,1537960.0,579550.11648
4018300,1450431.0,800669.203723
4018401,1361734.0,472259.65206
4018402,1537531.0,594103.414366
4018501,644255.0,364937.565987
4018502,662769.0,425342.699249
4018600,1183245.0,374470.53763
4018700,1188594.0,556455.574274
4018800,1225262.0,314042.414099
4018900,1513269.0,1037073.51571
4019000,1345154.0,539918.80066
4019200,1365261.0,500169.313432
4019400,1936885.0,653581.26402
4019600,1576946.0,608083.299952
4019800,1387558.0,593583.196241
4019900,7193420.0,4094002.97639
4020200,806187.0,302652.068825
4020400,1669659.0,768831.76851
4020500,2913065.0,1398428.98863
4020600,920494.0,421454.715908
4020800,2868198.0,1435765.98334
4021200,1433925.0,863480.360316
4021400,2411555.0,1174544.81915
4021600,2694104.0,833556.604278
4021900,9607241.0,5118061.6715
4022001,2293834.0,781207.663922
4022002,2088007.0,860419.598506
4022900,10375342.0,607663.575588
4023000,1192996.0,478444.571396
4023200,2770142.0,993790.962851
4023500,1772368.0,1126647.95931
4023600,1160291.0,593361.900552
4023800,1055513.0,585267.590682
4024000,2029653.0,971400.423867
4024300,3585980.0,1654120.64446
4024500,1374871.0,597686.593586
4024600,1533416.0,388806.4107
4024700,446476.0,215947.077953
4024900,1285672.0,729534.281433
4025100,1702883.0,770718.069609
4025301,774076.0,470039.167099
4025302,648316.0,410594.047218
4025400,4425686.0,1724316.13478
4025500,1258108.0,795539.536006
4025700,1001916.0,630521.209132
4025800,1459282.0,516839.67668
4025900,1152547.0,732708.85479
4026000,1363604.0,410701.699855
4026100,1482125.0,920196.464235
4026200,962267.0,318505.952758
4026300,1253087.0,709482.939836
4026400,1601840.0,528309.774825
4026500,1012173.0,560898.713998
4026600,1104578.0,413046.338007
4026700,1439070.0,921030.019325
4026901,809813.0,529905.408538
4026902,559505.0,354244.118204
4027000,1228263.0,472096.043262
4027100,1080139.0,659415.016611
4027200,1167279.0,455189.444748
4027300,1564721.0,977987.61597
4027400,1108604.0,375051.804635
4027500,1271629.0,788859.08068
4027600,1066452.0,358906.021077
4027700,1269387.0,758604.705451
4027800,1284444.0,335077.129386
4027900,1306377.0,660756.497992
4028000,1208438.0,411541.079018
4028100,1285096.0,682254.353993
4028200,1274138.0,517777.82409
4028300,1288212.0,860139.325365
4028400,2850877.0,1050040.89569
4028500,1156275.0,548569.555414
4028700,1390819.0,815632.339639
4028800,6644626.0,1093562.12683
4028900,1200937.0,719332.808799
4029100,1573702.0,838391.511815
4029300,836700.0,448544.394414
4029400,7693248.0,2176538.92876
4029500,1276512.0,503679.834075
4029700,2662877.0,1483679.53179
4029900,3774069.0,526428.035926
4030600,219767355.0,12777520.3075
4030902,2868047.0,1137110.4467
4030903,2567886.0,1112837.5601
4030904,2462515.0,887819.806927
4031700,3570370.0,1445239.17653
4032000,6317694.0,2611896.87474
4032700,1089524.0,579232.507519
4032800,2431421.0,634744.625576
4032900,2994003.0,1093337.18191
4033000,5843894.0,1863328.22461
4033100,29392782.0,2039360.09872
4033401,2997817.0,950649.198223
4033402,6685027.0,1376711.92286
4033700,1089720.0,549875.60323
4033900,1099171.0,533158.042917
4034700,2135751.0,788237.235067
4035100,974668.0,546586.149639
4035200,4211870.0,1415165.92379
4035300,995630.0,515441.334294
4035700,3571533.0,1294722.9724
4035800,3836109.0,1278941.63258
4036100,1043657.0,464097.987189
4036300,936180.0,422340.402286
4036500,1154613.0,564141.271301
4036600,2447862.0,941264.851819
4036700,1358276.0,583816.468836
4036800,1671070.0,645184.666449
4037100,1106095.0,438266.173676
4037300,1152004.0,525305.39723
4037500,1031425.0,631638.163046
4037600,5591607.0,1727868.95216
4037700,1045974.0,519080.440519
4037900,1422358.0,733060.482223
4038100,1618339.0,745647.527071
4038301,5130560.0,936040.975093
4038302,51699417.0,1913171.89688
4038400,2124483.0,666256.474138
4039400,2561923.0,845723.057233
4039800,1401402.0,524438.488807
4039900,1085776.0,495670.451993
4040000,1268091.0,444538.142582
4040100,1518664.0,800880.020622
4040200,1531241.0,559539.653203
4040300,1446059.0,746448.896741
4040400,3341177.0,1190292.92898
4040500,927809.0,541587.079176
4040700,1427727.0,815833.215047
4040900,1118729.0,587366.785321
4041100,874465.0,452861.04892
4041300,1028151.0,512666.906527
4041400,3656886.0,1360242.28008
4041500,1244788.0,569546.350383
4042400,3249989.0,1057140.11567
4042600,5237490.0,355674.196757
4042700,1120671.0,568463.623087
4043200,1624551.0,465854.171033
4043400,1272864.0,462988.523253
4043701,886657.0,422048.48741
4043702,1213701.0,640726.114023
4043900,1131015.0,566709.301596
4044000,2679106.0,1015980.53028
4044301,851373.0,372627.151082
4044302,1646032.0,1009521.16375
4044400,4582928.0,3262664.67342
4044601,1688639.0,1249212.69581
4044602,1193849.0,596381.24871
4044800,1513506.0,581630.824441
4045000,1184675.0,503160.634087
4045200,1464476.0,321894.861858
4045400,2040907.0,666695.76051
4045500,1400700.0,631827.036765
4045600,951554.0,352240.691612
4045700,1128380.0,519251.825101
4045800,1894761.0,590748.725479
4045900,1002756.0,490726.341453
4046000,1383753.0,900744.291162
4046100,789967.0,448612.124146
4046200,1704056.0,901132.049289
4046300,1122420.0,556807.70488
4046400,1566357.0,423446.137455
4046500,911491.0,504158.327348
4046600,1929093.0,591414.105209
4046700,1021427.0,596073.602213
4046800,1591334.0,791661.849774
4046900,1119184.0,677129.325445
4047000,1699297.0,776550.194785
4047100,1027374.0,500093.106218
4047200,3672526.0,954974.492045
4047300,1081586.0,652571.17004
4047500,1779241.0,871436.067988
4047600,3620086.0,845571.141814
4047800,5220975.0,1515332.03345
4047900,2374544.0,1099724.86695
4048000,1694103.0,665717.314554
4048100,1038248.0,531795.588912
4048200,1715097.0,562300.264732
4048300,1432526.0,631679.723189
4048400,3053986.0,1240067.5607
4048500,1989315.0,1054781.28138
4048900,2231209.0,1006864.33488
4049200,3222409.0,998093.742819
4049301,1194484.0,452105.30247
4049302,1797164.0,879828.48509
4049500,667717.0,283831.223471
4049600,1937301.0,795088.986636
4049700,1554803.0,638036.713942
4049900,2590034.0,1126310.38076
4050000,2231384.0,724267.516064
4050201,1207428.0,423177.833087
4050202,1086909.0,365379.169668
4050400,1524861.0,524053.330282
4050500,684537.0,302042.179279
4050600,1479532.0,518886.237895
4050700,2229283.0,853690.379475
4050800,1586664.0,703513.718175
4051000,1295197.0,457463.735336
4051100,1540797.0,571136.149429
4051200,2460803.0,909101.533247
4051300,1420625.0,563802.258745
4051500,1597554.0,664811.503376
4051600,1282417.0,494613.901056
4051700,1371695.0,593787.898258
4051800,1235831.0,487298.693658
4052000,1240752.0,518190.213128
4052100,1352734.0,682158.068417
4052200,1246820.0,402026.914292
4052400,1448922.0,529505.654407
4052500,1501884.0,722797.982713
4052600,1344980.0,498437.365465
4052800,1302388.0,468397.499368
4053000,1716474.0,601185.570982
4053100,2956984.0,1743485.4828
4053200,1311576.0,544629.808386
4053401,1812246.0,605602.203144
4053500,4025010.0,2431603.79674
4053601,1362245.0,473001.622187
4053800,1313608.0,480933.732327
4053900,4726212.0,1638362.33973
4054000,3678762.0,1344860.94692
4054200,3893077.0,1523166.02117
4054500,784830.0,509796.64767
4054700,901467.0,588601.079652
4054800,1667458.0,629885.842282
4054900,1118663.0,763674.121118
4055100,1065914.0,763837.831397
4055200,2134118.0,722856.080545
4055300,987248.0,728777.382048
4055400,1626170.0,561726.31566
4055500,1108415.0,808465.585527
4055600,1691367.0,601851.773668
4055700,1543177.0,904530.242856
4055800,1391760.0,508836.60364
4055900,1071623.0,733202.370401
4056000,1446345.0,521736.29305
4056100,20661448.0,146504.863407
4056200,1146572.0,407927.870132
4056400,1312473.0,485903.251292
4056500,2997669.0,375725.346931
4056600,1380072.0,517946.708021
4056700,4424969.0,1110015.74408
4056800,4780439.0,2036552.21144
4057700,1355238.0,806103.853798
4057900,482952.0,319760.97349
4058000,3315520.0,1017687.23287
4058100,956960.0,571763.825261
4058200,4468104.0,1322013.62086
4058300,1026960.0,666328.208891
4058500,1205418.0,784276.744746
4058700,1045466.0,640074.678246
4058900,1155061.0,701545.953804
4059000,1079001.0,342946.133459
4059100,1473630.0,911138.108649
4059200,1227347.0,355533.736604
4059300,1870436.0,968758.005892
4059400,1620663.0,505684.005099
4059500,2749772.0,1448103.61987
4059600,1392438.0,507979.305002
4059800,1471195.0,519768.609129
4059900,959485.0,434280.566802
4060000,1273934.0,441714.39091
4060100,1052763.0,545470.64218
4060300,1285787.0,588700.02192
4060600,1551475.0,509622.449556
4060701,4819375.0,44947.0457304
4060800,1542213.0,502991.484532
4061000,1649158.0,397642.809266
4061200,1875067.0,566765.849468
4061301,4420250.0,2416087.63822
4061302,1982676.0,110118.085616
4061400,1590356.0,441109.669695
4061601,2753747.0,822352.349427
4061602,1880560.0,554564.51027
4061800,1787268.0,600091.917101
4061900,1682691.0,855446.288918
4062000,1653778.0,555905.010723
4062100,1837672.0,981615.679882
4062200,2412077.0,760122.925214
4062300,1118226.0,554905.758037
4062400,4799645.0,5406.35706012
4062500,1411683.0,710521.7397
4062600,3158351.0,942499.072375
4062700,1141033.0,673788.818322
4062900,8754629.0,790948.5555
4063000,1400127.0,565089.049652
4063200,2101654.0,857436.408631
4063301,963253.0,485710.535375
4063302,996021.0,520041.345038
4063500,1421348.0,705720.645775
4063700,5298338.0,2523101.2675
4063800,3942795.0,1260221.99565
4063900,1466917.0,693396.910457
4064101,546455.0,244589.613208
4064102,12447836.0,89620.2316184
4064500,2139191.0,949522.9469
4064600,2882566.0,974905.763378
4065000,2776438.0,917299.157713
4065400,4134896.0,835521.081636
4065501,11899500.0,158134.431902
4065600,4410099.0,1204413.24141
4065702,2775982.0,528496.451746
4065703,2032558.0,838761.787985
4065900,1346799.0,543618.571638
4066000,2879085.0,828793.300784
4066100,968425.0,388531.77184
4066300,4001391.0,841732.248503
4066400,236363463.0,13563748.7225
4066501,2101569.0,816906.950773
4066701,1810754.0,753180.890417
4066900,1095895.0,427881.047599
4067100,1658807.0,682063.905594
4067700,1311230.0,564085.73464
4067900,1793417.0,736195.195051
4068000,4278837.0,1413944.11714
4068200,1268843.0,457934.028676
4068300,1354746.0,897098.760574
4068700,1406214.0,697967.236103
4069000,2357051.0,898733.396056
4069300,911000.0,547067.433946
4069400,2514677.0,853722.373078
4069500,1376511.0,648248.573678
4069701,747537.0,458195.882964
4069702,3134442.0,1175087.93724
4070300,1379932.0,589252.795262
4070700,1538302.0,670307.66779
4070900,1560623.0,603137.023324
4071100,1841302.0,1126476.16554
4071303,931208.0,616468.905879
4071304,1117423.0,574629.196173
4071305,905620.0,433253.014403
4071306,1206670.0,657188.375593
4071600,228439001.0,10987691.8362
4071701,1171298.0,614853.380037
4071702,1141340.0,812110.088629
4071900,1018557.0,427927.971005
4072100,1208756.0,635022.118651
4072300,3570349.0,1148818.30954
4072900,1401170.0,566568.755941
4073100,1347838.0,570603.875318
4073700,1172379.0,613318.074239
4073900,1445728.0,649284.119106
4074100,1228457.0,484911.052206
4074300,1409366.0,706779.165553
4074500,1060229.0,381195.076388
4074700,2274471.0,631121.121661
4074900,2426421.0,743215.000256
4075701,1792726.0,701373.409222
4075702,2569178.0,974974.145097
4076901,1062272.0,534400.142913
4076902,626947.0,289135.220098
4077300,2070223.0,400805.19633
4077500,1626659.0,602551.155789
4077902,4510030.0,1546304.9702
4077903,1993584.0,566702.705235
4077904,2726195.0,1102427.05203
4077905,2189028.0,457315.471004
4077906,2105641.0,828479.064362
4077907,1488093.0,609275.213439
4077908,1519353.0,416492.982686
4078800,1391364.0,487753.107938
4079000,1714014.0,615348.525597
4079200,2203918.0,683966.410627
4079300,9036300.0,62572.5377851
4079701,873004.0,352699.11286
4079702,2331704.0,497124.836607
4079900,2041706.0,897438.941199
4080301,2085886.0,872462.97771
4080302,11356882.0,855954.689955
4080900,9040253.0,2782943.81594
4081400,2377191.0,819817.920694
4081800,2448838.0,893383.672419
4083700,4445281.0,1179360.11093
4083800,3502009.0,1367894.34668
4084000,4052072.0,1710285.00326
4084500,1466714.0,624377.706265
4084601,2241507.0,790689.115417
4084602,215931656.0,11276586.9956
4084900,2245754.0,1411753.79276
4085300,1447307.0,917197.30072
4085500,914713.0,541153.887703
4085700,978560.0,487824.690554
4085900,1065679.0,576273.442436
4086100,1093183.0,456734.730111
4086300,999871.0,586270.748041
4086400,10903301.0,1593976.15623
4086500,1219275.0,548491.837998
4086900,3685943.0,2417638.74828
4087100,2607168.0,1721767.03093
4088400,7971599.0,2760817.35065
4088901,4441909.0,1463127.68154
4089200,23409797.0,4169841.56264
4090700,12620001.0,2894567.15074
4091601,36044725.0,3693386.94888
4091602,11490860.0,171559.934047
4091800,9960845.0,124018.477442
4091900,3184857.0,1387504.60017
4092200,4257416.0,1495313.92151
4092500,2303538.0,1135105.78407
4092800,5178357.0,1849844.8256
4092900,7221231.0,2672355.148
4093401,3402189.0,1338172.71048
4093402,5228886.0,1039850.70773
4093800,4603852.0,1143343.01793
4093900,3483106.0,1363578.52703
4094201,3550085.0,1067835.72888
4094202,3676902.0,1101302.82352
4094203,2972354.0,590434.712234
4094500,9535383.0,3131255.35934
4094700,2012498.0,967343.74519
4095400,4101938.0,1453392.22174
4096400,4454299.0,1360107.00441
4097202,713912.0,163840.009387
4097203,15050400.0,714256.39876
4097204,2294126.0,758778.055855
4097300,3617067.0,1004788.83641
4098100,4327676.0,1414163.27323
4098700,5049167.0,1593939.12955
4099100,7305893.0,2150670.96904
4099200,2039550.0,624411.02893
4099701,8324567.0,980447.640532
4099703,3460831.0,916160.682517
4099704,5598224.0,1568227.82674
4099705,2994747.0,713263.573088
4099801,3367994.0,1164399.73744
4099802,2072981.0,652727.4311
4099900,5926250.0,543582.658831
4100801,3319518.0,881340.368152
4100802,7742042.0,2082421.49295
4101001,5635696.0,1769270.03683
4101002,3343138.0,1111305.75926
4101700,6931367.0,2146400.66348
4102900,3046461.0,1040322.11885
4103201,4631273.0,917464.626147
4103202,5544956.0,1972129.32846
4103300,4384037.0,1493726.39996
4103900,6001280.0,1942448.34659
4104700,6290815.0,1990019.39161
4105900,4630303.0,1614762.4379
4107201,11599629.0,1211837.61087
4107202,7808780.0,15784.3657034
4108500,3086325.0,953957.577381
4109300,7173354.0,1762842.8771
4109700,3171252.0,987516.412447
4109900,2564730.0,1067318.12605
4111300,3796845.0,1152111.51024
4112300,1835668.0,788076.827548
4112900,2306139.0,798123.739267
4113300,1625928.0,582620.773073
4113900,2635450.0,990273.520197
4114100,3216462.0,1122938.06254
4114700,2221721.0,732267.541989
4115100,2252395.0,540365.302324
4115500,1300378.0,510305.328517
4115700,2074585.0,826859.999525
4115900,2354679.0,796163.316612
4116100,1360144.0,584850.557338
4116300,1884578.0,863169.562178
4116700,1051367.0,476209.884414
4117100,2680022.0,1150268.1947
4117500,3858982.0,1521072.72615
4118100,1406420.0,542029.198662
4118500,1071886.0,447829.053317
4118700,1388008.0,499680.555363
4118900,1463878.0,562730.796817
4119100,1646176.0,718415.178617
4119300,1626158.0,621051.025092
4119500,1288285.0,450207.671994
4119900,1398526.0,494409.25586
4120100,1208551.0,439524.8174
4120300,1292467.0,451052.453786
4120500,1555767.0,616309.787021
4120700,4466049.0,888440.074647
4121100,6889156.0,20870.0772636
4121500,4924081.0,986768.031268
4122300,3517984.0,1234707.611
4122701,8833669.0,1681512.42803
4122702,3539614.0,859685.58609
4124100,3490182.0,1271640.49235
4124700,3397298.0,1222698.61044
4125700,2283065.0,879967.152988
4126500,1342531.0,554353.30519
4126700,6733642.0,1604859.08397
4127700,7663845.0,2131219.00921
4128300,10823760.0,89081.0729937
4129102,5449466.0,1568307.27439
4129103,3571163.0,964606.323325
4129104,5247677.0,1545455.84463
4130100,4694692.0,1372085.95846
4133300,4677497.0,1568183.27766
4133900,1633693.0,544187.933002
4134100,3812328.0,1283518.95129
4134700,8676536.0,1952601.3515
4136700,5452750.0,1726019.72863
4137700,5538319.0,1711854.55787
4138501,5844171.0,1919704.49758
4138502,16034663.0,30635.8646883
4139900,2400281.0,788025.879205
4140300,2365361.0,796661.801166
4140901,1294412.0,413146.169711
4140902,3373684.0,1012109.30402
4141700,5655688.0,1946472.74595
4142900,3714232.0,1354423.69629
4143500,2406475.0,809590.069293
4144100,2387796.0,801787.377813
4144700,2719058.0,1028876.48058
4145101,1702095.0,615156.32497
4145102,2100922.0,723963.178092
4145900,2608051.0,1004930.2261
4146300,2030792.0,793471.187643
4146700,2151935.0,931892.62981
4147100,2887755.0,1034718.6533
4147900,5318262.0,1481297.48762
4148300,8274961.0,1766758.0736
4150701,6095821.0,1663200.66322
4150702,5785674.0,1622311.67631
4152901,11825010.0,2191516.7259
4152902,7139017.0,2070891.11831
4155101,4228300.0,126017.272963
4155102,10525596.0,3020553.47228
4156700,11662213.0,1470992.18783
4157101,12188048.0,2688323.95958
4157102,1835360.0,571209.42925
4157901,6435439.0,1912260.31508
4157902,5073018.0,1668649.09429
4157903,4767935.0,1547103.53943
4161700,4856046.0,1628117.19192
4162100,4732612.0,1652290.87442
5000300,3603577.0,928287.379512
5000600,14513467.0,1170445.4268
5000700,4557203.0,842998.339076
5000800,5960796.0,1739784.39174
5000900,1689872.0,538121.065307
5001100,2255652.0,940497.615591
5001700,2070156.0,541623.874536
5001800,9045662.0,762463.130708
5002001,3522346.0,677677.22191
5002002,5471017.0,1265634.26332
5002100,12926898.0,1895723.33588
5002700,1948568.0,558269.560579
5002900,3821655.0,1132844.90093
5003300,5542113.0,1177484.9738
5003600,2367684.0,694243.951899
5003900,5082605.0,668849.776445
5004000,6937928.0,2289436.5791
5004700,6145820.0,1146317.23101
5005000,6106670.0,1460406.62989
5005900,11123290.0,1094819.19227
5006400,4779458.0,1359866.22967
5006700,6948976.0,1519515.48104
5007000,23971513.0,3273869.7254
5007400,3840013.0,1067049.95379
5007500,3532892.0,1040059.15929
5007700,1108595.0,385591.720079
5008100,5530245.0,1436237.11321
5009601,5652680.0,1566230.93261
5009602,4397741.0,1361217.59512
5009700,8852109.0,1505305.22095
5010500,6360341.0,1898940.81436
5011201,7542508.0,1864759.57308
5011202,18364534.0,2461338.62636
5011401,3409857.0,785453.160173
5011402,4101932.0,1294953.31977
5012100,5341622.0,1666457.84591
5012200,5921341.0,1925123.48617
5012500,3781883.0,1083899.79258
5012804,20185394.0,1948483.61179
5012805,2914374.0,1243234.20853
5012806,21371133.0,1678397.85762
5013201,3288047.0,882622.116034
5013203,7734476.0,2077623.03768
5013204,6425920.0,1871208.89413
5013301,600394.0,161286.676246
5013302,6089832.0,2079467.86756
5013400,5964243.0,1882333.57026
5013800,9413344.0,2822574.97593
5014100,2505986.0,715344.602899
5014604,8379313.0,2352940.14788
5014605,5398145.0,1528391.37074
5014606,8529731.0,1831049.0285
5014607,4898348.0,1466400.84499
5014608,3260300.0,985270.124557
5014700,14362452.0,1658549.71144
5015100,7650998.0,2297234.17819
5015400,17903160.0,21592.9531735
5015601,10450349.0,2888199.41538
5015602,6235257.0,1650114.60214
5015603,6515556.0,1591555.46022
5016901,4439781.0,1282876.08091
5017005,8021597.0,2114232.82792
5017007,3273049.0,1164136.40478
5017008,7571531.0,2195429.08705
5017009,6659403.0,1845237.45959
5017010,7632006.0,2561532.79533
5017011,5227821.0,1514152.56362
5017012,5181802.0,1521849.49075
5017300,2381548.0,635462.024415
5017600,15287536.0,2784273.85873
5017700,23910088.0,4706296.41504
5018100,41764224.0,2571671.54747
5018701,2888046.0,693971.124868
5018702,7142922.0,2069189.9869
5018901,7766686.0,2313737.11362
5018902,5219193.0,1494754.37864
5019700,2255694.0,755531.987634
5019800,54474846.0,3639817.6278
5020100,4769312.0,1446752.07984
5020700,6525053.0,2445305.15983
5020801,19172803.0,3207207.43423
5020803,15932181.0,2533776.1343
5020804,7973497.0,2281452.2878
5021300,6073366.0,1742654.15305
5022300,5293632.0,1208469.85849
5022600,48947933.0,5929819.53571
5022800,61571568.0,722985.039589
5023100,4696085.0,1225545.96907
5023900,3725030.0,1190680.80528
5024401,23674198.0,2923673.19325
5024402,14150090.0,1647461.22629
5024700,3343643.0,1112489.4878
5024800,11157079.0,2281053.98393
5025100,7943041.0,2323209.65641
5027301,22600132.0,2350951.87399
5027302,8513191.0,1227822.01282
5027702,12604501.0,3287018.92302
5027704,4468129.0,1183224.49669
5027705,4050679.0,1339842.78599
5027706,3429345.0,1118192.59709
5027900,41532419.0,1209898.53576
5029102,24783275.0,2954230.53341
5029103,15536428.0,3076091.92673
5029104,6477436.0,2026419.97236
5030301,4228226.0,1483647.76268
5030302,5720729.0,1765378.42646
5031901,2822002.0,725071.99368
5031902,6320420.0,1329934.27067
5032300,19054456.0,1974496.5311
nan,8617723.0,2666025.57856
